month,division,line,period,num_passengers,additional platform time,additional train time,total_apt,total_att,over_five_mins,over_five_mins_perc,customer journey time performance
2015-09-01,A DIVISION,S 42nd,peak,1718947.6,0.75974103,0.168005201,1305955.019,288792.1367,52860.9,3.0751897,96.9248103
2015-09-01,A DIVISION,S 42nd,offpeak,1191290.4,0.436935388,0.13456817,520516.9335,160309.7687,26454.2,2.220634,97.779366
2015-09-01,Systemwide,Systemwide,Systemwide,75698152.2,1.03780844,1.36812056,78560181.24,103564198.4,12244389.9,16.1752824,83.8247176
2015-10-01,A DIVISION,1,peak,7699298.5,0.934858996,1.019226282,7197758.469,7847327.383,933893.7,12.1295947,87.8704053
2015-10-01,A DIVISION,1,offpeak,6925220.6,0.921110639,0.884256785,6378894.37,6123673.301,847169.3,12.233102,87.766898
2015-10-01,A DIVISION,2,peak,6155133.6,1.067953436,1.499170488,6573396.08,9227594.644,1122169.1,18.2314337,81.7685663
2015-10-01,A DIVISION,2,offpeak,5390186.6,1.158364935,1.510421986,6243803.148,8141456.352,1125997.6,20.8897703,79.1102297
2015-10-01,A DIVISION,3,offpeak,4213374,0.83664864,1.069688187,3525113.628,4506996.393,545851.2,12.9552041,87.0447959
2015-10-01,A DIVISION,3,peak,4685910.2,0.857700352,1.145304815,4019106.83,5366795.515,570692,12.1788932,87.8211068
2015-10-01,A DIVISION,4,offpeak,6504996.1,1.010334545,1.695556706,6572222.276,11029589.76,1279428.4,19.6683961,80.3316039
2015-10-01,A DIVISION,4,peak,7361063.2,1.114934816,2.469749503,8207105.643,18179982.18,1923046.2,26.1245712,73.8754288
2015-10-01,A DIVISION,5,offpeak,4576500.1,1.22632936,2.074771275,5612296.437,9495190.948,1086989.8,23.751552,76.248448
2015-10-01,A DIVISION,5,peak,5788671.6,1.225359121,2.794188074,7093201.542,16174637.15,1645086.4,28.419066,71.580934
2015-10-01,A DIVISION,6,offpeak,8841465.1,1.24754349,1.247050077,11030112.23,11025749.73,1602293.9,18.1224931,81.8775069
2015-10-01,A DIVISION,6,peak,10098406.6,1.536956279,1.861451896,15520809.43,18797698.11,2326755.6,23.0408191,76.9591809
2015-10-01,A DIVISION,7,offpeak,5532158.3,0.93935168,1.052889145,5196642.192,5824749.42,856146.4,15.4758117,84.5241883
2015-10-01,A DIVISION,7,peak,6263368,1.132420279,1.541185841,7092764.937,9653014.081,956663.1,15.2739405,84.7260595
2015-10-01,A DIVISION,S 42nd,peak,1916472.3,1.003871038,0.271487985,1923891.036,520299.2032,75786,3.9544532,96.0455468
2015-10-01,A DIVISION,S 42nd,offpeak,1314699.4,0.450626123,0.247171874,592437.8942,324956.7142,33544.9,2.5515262,97.4484738
2015-10-01,Systemwide,Systemwide,Systemwide,93266924.2,1.101993628,1.525082039,102779556.1,142239710.9,16931513.6,18.1538244,81.8461756
2015-11-01,A DIVISION,1,offpeak,6541706.6,0.857515757,0.882099648,5609616.488,5770437.087,723011.1,11.0523315,88.9476685
2015-11-01,A DIVISION,1,peak,6570632.2,0.876860456,0.953952863,5761527.55,6268073.397,694941,10.5764709,89.4235291
2015-11-01,A DIVISION,2,offpeak,4977312.5,1.093895318,1.392863518,5444658.842,6932717,996942.5,20.0297349,79.9702651
2015-11-01,A DIVISION,2,peak,5247332.4,1.021075228,1.463421729,5357921.128,7679060.251,962143,18.33585,81.66415
2015-11-01,A DIVISION,3,offpeak,3860292.3,0.624360213,0.887844914,2410212.921,3427340.884,366217.3,9.4867764,90.5132236
2015-11-01,A DIVISION,3,peak,3914738.1,0.75712863,1.139980484,2963960.295,4462725.033,472733.9,12.0757478,87.9242522
2015-11-01,A DIVISION,4,offpeak,5848569.4,0.986105275,1.474943163,5767305.138,8626307.449,1060077.6,18.1254171,81.8745829
2015-11-01,A DIVISION,4,peak,6197041,1.046380255,2.468770581,6484461.342,15299072.51,1570170.6,25.3374247,74.6625753
2015-11-01,A DIVISION,5,peak,4848326.1,1.177421513,2.749975411,5708523.452,13332777.56,1381224.1,28.4886798,71.5113202
2015-11-01,A DIVISION,5,offpeak,4163810.9,1.0852395,1.832093251,4518732.059,7628489.85,898364.7,21.5755403,78.4244597
2015-11-01,A DIVISION,6,offpeak,8160145.3,1.046410747,1.01803838,8538863.743,8307341.105,1228461.4,15.054406,84.945594
2015-11-01,A DIVISION,6,peak,8602965.1,1.152061508,1.521182035,9911144.947,13086675.96,1490209.4,17.322044,82.677956
2015-11-01,A DIVISION,7,offpeak,4181124.6,0.688338688,0.867560517,2878029.821,3627378.62,550318.8,13.1619804,86.8380196
2015-11-01,A DIVISION,7,peak,4571587.2,0.949849349,1.453636572,4342319.127,6645426.347,685554.3,14.99598,85.00402
2015-11-01,A DIVISION,S 42nd,offpeak,1325144.3,0.382181117,0.122774014,506445.1287,162693.2845,25801.4,1.9470634,98.0529366
2015-11-01,A DIVISION,S 42nd,peak,1735854.9,0.376558055,0.143209399,653650.1457,248590.7368,4188.2,0.2412759,99.7587241
2015-11-01,Systemwide,Systemwide,Systemwide,80746582.9,0.951834361,1.380926636,76857372.13,111505107.1,13110359.3,16.2364261,83.7635739
2015-12-01,A DIVISION,1,offpeak,7112202.8,0.858589911,0.828973569,6106465.572,5895828.138,786845,11.0633094,88.9366906
2015-12-01,A DIVISION,1,peak,7693221.3,0.934289622,0.881738253,7187696.821,6783407.511,812481.7,10.5610078,89.4389922
2015-12-01,A DIVISION,2,offpeak,5384188.9,1.214998793,1.533554429,6541783.013,8256946.735,1128704.5,20.9633154,79.0366846
2015-12-01,A DIVISION,2,peak,6144446,1.271883637,1.50439223,7815020.327,9243656.823,1154768.4,18.7936943,81.2063057
2015-12-01,A DIVISION,3,offpeak,4189082.9,0.801156439,0.991984295,3356110.739,4155504.447,501412.2,11.9694981,88.0305019
2015-12-01,A DIVISION,3,peak,4625713.1,1.014561815,1.126602956,4693071.877,5211342.051,596338.1,12.891809,87.108191
2015-12-01,A DIVISION,4,peak,7331430,0.944640487,1.932059504,6925565.608,14164759.01,1496400.6,20.4107602,79.5892398
2015-12-01,A DIVISION,4,offpeak,6499249.6,1.046911141,1.555568779,6804136.812,10110029.76,1188975.8,18.2940474,81.7059526
2015-12-01,A DIVISION,5,offpeak,4396475.6,1.324410002,1.845797003,5822736.26,8115001.487,997808.6,22.6956474,77.3043526
2015-12-01,A DIVISION,5,peak,5467726,1.139459203,2.349806481,6230250.71,12848097.99,1341315.6,24.5315072,75.4684928
2015-12-01,A DIVISION,6,peak,10183072.5,1.128613439,1.369562557,11492752.48,13946354.81,1703795.1,16.7316407,83.2683593
2015-12-01,A DIVISION,6,offpeak,9019434.1,1.046045898,0.858849024,9434742.039,7746332.175,1281041.7,14.2031272,85.7968728
2015-12-01,A DIVISION,7,offpeak,4931497.1,0.764333528,0.926552334,3769308.575,4569290.148,656136.3,13.3050124,86.6949876
2015-12-01,A DIVISION,7,peak,5708251.5,1.178428826,1.452393966,6726768.115,8290630.035,912125.1,15.9790629,84.0209371
2015-12-01,A DIVISION,S 42nd,offpeak,1423921.8,0.440662641,0.145142092,627469.1408,206670.9892,23410.4,1.644079,98.355921
2015-12-01,A DIVISION,S 42nd,peak,2037960.6,0.51765217,0.187245211,1054954.727,381598.3635,20537.4,1.0077427,98.9922573
